,mrna,rpf,te,note,gene
YAL028W,6.89,2.52,-1.451080249,"Tail-anchored ER membrane protein, interacts with homolog Frt1p; promotes growth in conditions of high Na+, alkaline pH, or cell wall stress, possibly via a role in posttranslational translocation; potential Cdc28p substrate",FRT2
YNR059W,12.51,2.48,-2.334669764,"Putative alpha-1,3-mannosyltransferase, not required for protein O-glycosylation",MNT4
YOL105C,10.97,2.4,-2.192457215,"Partially redundant sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway involved in maintenance of cell wall integrity; involved in the response to heat shock and other stressors; regulates 1,3-beta-glucan synthesis",WSC3
YOR380W,11.52,2.37,-2.281181753,Transcriptional repressor involved in the control of multidrug resistance; negatively regulates expression of the PDR5 gene; member of the Gal4p family of zinc cluster proteins,RDR1
YNL142W,8.52,2.37,-1.845966371,Ammonium permease involved in regulation of pseudohyphal growth; belongs to a ubiquitous family of cytoplasmic membrane proteins that transport only ammonium (NH4+); expression is under the nitrogen catabolite repression regulation,MEP2
YMR257C,18.86,2.36,-2.998470911,Mitochondrial translational activator specific for the COX2 mRNA; located in the mitochondrial inner membrane,PET111
YEL072W,18.28,2.3,-2.990560304,Protein required for sporulation,RMD6
YLR273C,8.44,2.3,-1.875609138,Putative targeting subunit for the type-1 protein phosphatase Glc7p that tethers it to the Gsy2p glycogen synthase,PIG1
YOR137C,15.45,2.21,-2.805488563,Protein of unassigned function involved in activation of the Pma1p plasma membrane H+-ATPase by glucose,SIA1
YFR022W,11.86,2.15,-2.463695445,Protein that binds the ubiquitin ligase Rsp5p via its 2 PY motifs; has similarity to Rod1p; mutation suppresses the temperature sensitivity of an mck1 rim11 double mutant; proposed to regulate the endocytosis of plasma membrane proteins,ROG3
YKR061W,13.37,2.15,-2.636590901,Mannosyltransferase involved in N-linked protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family,KTR2
YKR009C,5.01,2.07,-1.275179836,Multifunctional enzyme of the peroxisomal fatty acid beta-oxidation pathway; has 3-hydroxyacyl-CoA dehydrogenase and enoyl-CoA hydratase activities,FOX2
YPL174C,14.86,2.05,-2.857738301,"Large subunit of the dynactin complex, which is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)",NIP100
YCR073C,10.87,2.04,-2.413710883,"MAP kinase kinase kinase of the HOG1 mitogen-activated signaling pathway; functionally redundant with, and homologous to, Ssk2p; interacts with and is activated by Ssk1p; phosphorylates Pbs2p",SSK22
YPL147W,5.88,1.93,-1.607215308,"Subunit of a heterodimeric peroxisomal ATP-binding cassette transporter complex (Pxa1p-Pxa2p), required for import of long-chain fatty acids into peroxisomes; similarity to human adrenoleukodystrophy transporter and ALD-related proteins",PXA1
YER015W,6.52,1.92,-1.763765654,"Medium chain fatty acyl-CoA synthetase, activates imported fatty acids; accepts a wide range of fatty acid chain lengths with a preference for medium chains, C9:0-C13:0; localized to the peroxisome",FAA2
YER041W,14.85,1.9,-2.966391607,Holliday junction resolvase; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation; homolog of human GEN1 and has similarity to S. cerevisiae endonuclease Rth1p,YEN1
YDR285W,6.05,1.83,-1.725091494,Transverse filament protein of the synaptonemal complex; required for normal levels of meiotic recombination and pairing between homologous chromosome during meiosis; potential Cdc28p substrate,ZIP1
YBR295W,15.57,1.81,-3.104707342,"Cadmium transporting P-type ATPase; may also have a role in copper and iron homeostasis; stabilized by Cd binding, which prevents ubiquitination; S288C and other lab strains contain a G970R mutation which eliminates Cd transport function",PCA1
YLR092W,5.21,1.8,-1.533286466,"High affinity sulfate permease; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p, which control the concentration of endogenous activated sulfate intermediates",SUL2
YOL164W,12.7,1.78,-2.834879351,Bacterially-derived sulfatase required for use of alkyl- and aryl-sulfates as sulfur sources,BDS1
YMR280C,3.19,1.61,-0.986495736,"Zinc cluster transcriptional activator necessary for derepression of a variety of genes under non-fermentative growth conditions, active after diauxic shift, binds carbon source responsive elements",CAT8
YBL088C,18.56,1.57,-3.563360246,Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; functionally redundant with Mec1p; homolog of human ataxia telangiectasia (ATM) gene,TEL1
YKR053C,15.26,1.56,-3.290137028,"Dihydrosphingosine 1-phosphate phosphatase, membrane protein involved in sphingolipid metabolism; has similarity to Lcb3p",YSR3
YCR089W,11.7,1.53,-2.934904972,"Cell wall adhesin, expressed specifically during mating; may be involved in maintenance of cell wall integrity during mating",FIG2
YJR036C,5.52,1.5,-1.879705766,"Protein with similarity to hect domain E3 ubiquitin-protein ligases, not essential for viability",HUL4
YGR070W,12.59,1.49,-3.078894047,"GDP/GTP exchange protein (GEP) for Rho1p; mutations are synthetically lethal with mutations in rom2, which also encodes a GEP",ROM1
YIL120W,6.61,1.42,-2.218759342,"Multidrug transporter of the major facilitator superfamily, required for resistance to quinidine, ketoconazole, fluconazole, and barban",QDR1
YLR320W,14.0,1.41,-3.311659759,Protein that acts with Mms1p in a repair pathway that may be involved in resolving replication intermediates or preventing the damage caused by blocked replication forks; required for accurate meiotic chromosome segregation,MMS22
YKR058W,8.89,1.38,-2.687515152,"Self-glucosylating initiator of glycogen synthesis, also glucosylates n-dodecyl-beta-D-maltoside; similar to mammalian glycogenin",GLG1
YDR082W,16.08,1.32,-3.606657572,"Telomere end-binding and capping protein, plays a key role with Pol12p in linking telomerase action with completion of lagging strand synthesis, and in a regulatory step required for telomere capping",STN1
YLL055W,9.83,1.32,-2.896653487,High-affinity cysteine-specific transporter with similarity to the Dal5p family of transporters; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YCT1 is not an essential gene,YCT1
YAR035W,6.2,1.32,-2.231730286,"Outer mitochondrial carnitine acetyltransferase, minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated",YAT1
YMR053C,6.13,1.25,-2.293958979,Protein that interacts with Sin3p in a two-hybrid assay and is part of a large protein complex with Sin3p and Stb1p,STB2
YGL251C,7.03,1.17,-2.587016159,Meiosis specific DNA helicase involved in the conversion of double-stranded breaks to later recombination intermediates and in crossover control; catalyzes the unwinding of Holliday junctions; has ssDNA and dsDNA stimulated ATPase activity,HFM1
YLR227C,9.86,1.17,-3.075079117,"Structural component of the meiotic outer plaque, which is a membrane-organizing center that assembles on the cytoplasmic face of the spindle pole body during meiosis II and triggers the formation of the prospore membrane",ADY4
YJR004C,13.27,1.14,-3.541062641,"Alpha-agglutinin of alpha-cells, binds to Aga1p during agglutination, N-terminal half is homologous to the immunoglobulin superfamily and contains binding site for a-agglutinin, C-terminal half is highly glycosylated and contains GPI anchor",SAG1
YER024W,9.62,1.1,-3.12853337,"Carnitine acetyltransferase; has similarity to Yat1p, which is a carnitine acetyltransferase associated with the mitochondrial outer membrane",YAT2
YLR233C,10.46,1.1,-3.249307423,TLC1 RNA-associated factor involved in telomere length regulation as recruitment subunit of telomerase; has G-quadruplex promoting activity that is required for telomere elongation; possible role in activating telomere-bound Est2p-TLC1-RNA,EST1
YBR203W,4.78,1.09,-2.132682483,"Protein required for resistance to the antifungal drug ciclopirox olamine; not related to the subtelomerically-encoded COS family; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",COS111
YDR263C,16.16,1.06,-3.930291028,"Mitochondrial nuclease functioning in DNA repair and replication, modulates the stability of the mitochondrial genome, induced by exposure to mutagens, also induced during meiosis at a time nearly coincident with commitment to recombination",DIN7
YMR096W,18.49,1.05,-4.138283992,"Protein involved in vitamin B6 biosynthesis; member of a stationary phase-induced gene family; coregulated with SNO1; interacts with Sno1p and with Yhr198p, perhaps as a multiprotein complex containing other Snz and Sno proteins",SNZ1
YLR318W,7.82,1.03,-2.92452427,"Reverse transcriptase subunit of the telomerase holoenzyme, essential for telomerase core catalytic activity, involved in other aspects of telomerase assembly and function; mutations in human homolog are associated with aplastic anemia",EST2
YKL132C,12.34,1.03,-3.582626152,"Putative dihydrofolate synthetase; has similarity to Fol3p and to E. coli folylpolyglutamate synthetase/dihydrofolate synthetase; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",RMA1
YDL231C,27.49,1.02,-4.75226585,"Zinc finger protein containing five transmembrane domains; null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A, a drug which is known to affect intracellular transport",BRE4
YKL222C,10.5,1.01,-3.37796213,"Protein of unknown function that may interact with ribosomes, based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine",YKL222C
YEL030W,9.36,1.01,-3.212153237,"Heat shock protein of the Hsp70 family, localized in mitochondrial nucleoids, plays a role in protein translocation, interacts with Mge1p in an ATP-dependent manner; overexpression induces extensive mitochondrial DNA aggregations",ECM10
YAL054C,12.52,0.96,-3.705056346,"Acetyl-coA synthetase isoform which, along with Acs2p, is the nuclear source of acetyl-coA for histone acetlyation; expressed during growth on nonfermentable carbon sources and under aerobic conditions",ACS1
YER065C,7.94,0.94,-3.078406345,"Isocitrate lyase, catalyzes the formation of succinate and glyoxylate from isocitrate, a key reaction of the glyoxylate cycle; expression of ICL1 is induced by growth on ethanol and repressed by growth on glucose",ICL1
YIR031C,14.79,0.93,-3.991247526,"Malate synthase, role in allantoin degradation unknown; expression sensitive to nitrogen catabolite repression and induced by allophanate, an intermediate in allantoin degradation",DAL7
YHL016C,5.41,0.89,-2.603751353,"Plasma membrane transporter for both urea and polyamines, expression is highly sensitive to nitrogen catabolite repression and induced by allophanate, the last intermediate of the allantoin degradative pathway",DUR3
YIL013C,4.18,0.89,-2.231625701,"ATP-binding cassette (ABC) transporter, multidrug transporter involved in multiple drug resistance; mediates sterol uptake when sterol biosynthesis is compromisedregulated by Pdr1p; required for anaerobic growth",PDR11
YKL220C,5.86,0.8,-2.87282876,"Ferric reductase and cupric reductase, reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels",FRE2
YBR045C,5.37,0.77,-2.801991737,"Meiosis-specific regulatory subunit of the Glc7p protein phosphatase, regulates spore wall formation and septin organization, required for expression of some late meiotic genes and for normal localization of Glc7p",GIP1
YMR065W,8.62,0.77,-3.484757518,"Protein required for nuclear membrane fusion during karyogamy, localizes to the membrane with a soluble portion in the endoplasmic reticulum lumen, may form a complex with Jem1p and Kar2p; expression of the gene is regulated by pheromone",KAR5
YDR242W,9.42,0.77,-3.612796709,Putative amidase,AMD2
YDL154W,10.32,0.76,-3.763299742,"Protein of the MutS family, forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans",MSH5
YKR050W,26.83,0.69,-5.281106882,Component of the Trk1p-Trk2p potassium transport system,TRK2
YOR019W,5.13,0.69,-2.894290559,"Protein of unknown function that may interact with ribosomes, based on co-purification experiments",YOR019W
